"first_name","last_name"
"Alen","Franov"
"Predrag","Tešanović"
"Stjepan","Valić"
"Nataša","Tuđan"
"Nikola","Šorić"
"Jadranka","Ljubojević"
"Ana","Vučković"
"Branka","Halvo"
"Neven","Kolinger"
"Goran","Zahirović"
"Hana","Kovač"
"Zlatko","Pernar"
"Ivana","Matić"
"Anita","Galić Švraka"
"Josip","Jurković"
"Alen","Šokota"
"Igor","Ljubojević"
"Petar","Vraneković"
"Ružica","Popović"
"Bojan","Terzić"
"Željko","Boršić"
"Ljubica","Zdelar"
"Josip","Bašić"
"Marijan","Kopčinović"
"Suzana","Vučković"
"Ivan","Mišetić"
"Stipo","Šitum"
"Borivoj","Varžić"
"Josip","Oršoš"
"Nikolina","Prkić"
"Dejan","Ilić"
"Velimir","Klarić"
"Spomenka","Mišić"
"Emanuel","Vnučec"
"Divna","Jovanovac"
"Gordan","Jovanovac"
"Kristina","Pešelj"
"Goran","Štajduhar"
"Ivana","Nemec"
"Manuel","Bratičić"
"Tomislav","Hrvat"
"Ivan","Ban"
"Marica","Stipetić"
"Ivica","Orlić"
"Dijana","Kumiša"
"Luka","Petrić"
"Melisa","Mujagić"
"Ivica","Drljo"
"Ivana","Terzić"
"Krešo","Milić"
"Dubravka","Bogović"
"Tina","Munivrana"
"Marijana","Vrančić"
"Đuro","Mihalić"
"Danijel","Furjan"
"Ana","Šimec"
"Anel","Džolić"
"Tomislav","Vukić"
"Slavica","Mihalić"
"Marina","Košutar"
"Aleksandra","Sokač"
"Helena","Kovačić"
"Andrea","Brajković"
"Aneta","Bulović"
"Ivan","Šenjug"
"Ivana","Petričević"
"Damir","Marković"
"Boris","Lenđel"
"Danijel","Rendulić"
"Ivanka","Barišić"
"Ivana","Mišain"
"Marina","Celan"
"Emil","Sertić"
"Svjetlana","Gorša"
"Danijela","Orlović"
"Majda","Pleša"
"Nedeljko","Horvat"
"Darko","Mošmondor"
"Anto","Milanović"
"Andrijana","Medved"
"Domagoj","Takač"
"Marijo","Bulat"
"Ines","Nadinić"
"Sandra","Runtas Ivkovčić"
"Kristina","Rukavina"
"Barbara","Jezerinac"
"Verica","Debelja"
"Josip","Mokricki"
"Ivan","Martić"
"Milan","Srdić"
"Goran","Sirovec"
"Leo","Martinec"
"Mario","Horvat"
"Marina","Boka-Lovrić"
"Maurizio","Toneti"
"Irena","Rožić"
"Andrej","Klarić"
"Dragan","Šalinović"
"Tomislav","Maligec"
"Damir","Tonković"
"Dubravko","Brodar"
"Marko","Lukić"
"Renato","Baranek"
"Marko","Bačurin"
"Krešimir","Salajec"
"Zorko","Kovačević"
"Ivan","Jukić"
"Monika","Macan"
"Krunoslav","Košić"
"Tvrtko","Križić"
"Tomislav","Macan"
"Danijela","Reškovac"
"Marko","Čović"
"Robert","Katavić"
"Emil","Rebernik"
"Anton","Borovečki"
"Norina","Čordašić"
"Ivana","Krištofić"
"Igor","Kandić"
"Gordana","Trtica"
"Branka","Bohm"
"Vjekoslav","Mikić"
"Tomislav","Belina"
"Zdravko","Cestar"
"Vlado","Rehlicki"
"Danijel","Vukas"
"Višnja","Galović"
"Leonard","Gugić"
"Milan","Holiček"
"Nataša","Subota"
"Josip","Zebec"
"Anton","Arko"
"Sara","Livaić"
"Željko","Štetić"
"Slavica","Bobić"
"Marijan","Babić"
"Jelica","Banović"
"Željko","Ivanović"
"Marina","Krznarić"
"Dario","Matoničkin"
"Biserka","Fijan"
"Ranko","Morović"
"Sanja","Novak"
"Ivona","Župančić"
"Dalibor","Popović"
"Mario","Varžić"
"Goran","Babić"
"Josipa","Marcikić"
"Vlado","Antončić"
"Franjo","Horvat"
"Željko","Keleuva"
"Snježana","Kralj"
"Petra","Podgorelec"
"Dragica","Đanić"
"Grozdana","Frančula"
"Blaženka","Gabelica"
"Josip","Kurtušić"
"Zlatko","Trupec"
"Snježana","Bujanović"
"Gjurgjica","Umićević"
"Nada","Galić"
"Ivana","Burazer"
"Ivan","Pavić"
"Dražen","Mitev"
"Jasminka","Bilić"
"Tea","Kaštelan"
"Dolores","Novak"
"Mihaela","Kraljek"
"Slavko","Horvat"
"Sanja","Pejić"
"Aleksandar","Masten"
"Zoran","Peršić"
"Irena","Kljunić"
"Ivica","Burazer"
"Marina","Radečić"
"Helena","Radić"
"Marija","Pataki"
"Sorita","Zemunović"
"Barbara","Oremuš"
"Mario","Zatezalo"
"Ivan","Ilić"
"Mario","Blažin"
"Robert","Kontrec"
"Slađana","Vidović"
"Olgierd","Kamienski"
"Marin","Martan"
"Marijan","Ježutković"
"Jasna","Petrović-Vehabović"
"Vlado","Filipović"
"Suzana","Lucić Štifanić"
"Mirjana","Žbogar"
"Ivanka","Horvat"
"Marijana","Novak"
"Goran","Jurišković"
"Marina","Dobran"
"Domagoj","Malčić"
"Jadranka","Vidak"
"Zora Marija","Malčić"
"Božidar","Anđelić"
"Danijela","Lazić"
"Slavica","Jurak"
"Marijan","Hadrović"
"Dejan","Hobolja"
"Slaven","Kolar"
"Jasna","Vidović"
"Ljiljana","Stošić"
"Stevo","Remenarić"
"Stjepan","Žunec"
"Diana","Tokić"
"Željko","Pešić"
"Emir","Silahić"
"Dean","Rabar"
"Mario","Grdur"
"Hrvoje","Živanić"
"Romana","Brajko"
"Snježana","Horvat"
"Mihovil","Mavrić"
"Zlatan","Kovačić"
"Anamaria","Sorić"
"Stanko","Sorić"
"Alenka","Pajas"
"Katica","Kučić"
"Nikolina","Filipović"
"Ivana","Rahija"
"Željka","Bošnjak"
"Danijel","Sinković"
"Milenko","Bilić"
"Goran","Čehić"
"Svjetlana","Trupec"
"Tihomir","Bjelka"
"Ivana","Pavić Jakšić"
"Andjelko","Latin"
"Tomislav","Hocenski"
"Štefanija","Latin"
"Zvonimir","Pejić"
"Sanja","Čepčar"
"Kata","Isić"
"Danijel","Horvat"
"Kristina","Rakinić"
"Vlado","Celan"
"Dinko","Car"
"Martina","Fot"
"Ivanka","Orešković"
"Petra","Mirčić"
"Željko","Dolenec"
"Emica","Šibalić"
"Marinko","Šibalić"
"Snježana","Živković"
"Stjepan","Vrbanac"
"Dražen","Puškaš"
"Marina","Dundić"
"Đurđa","Brzović"
"Dijana","Dam Filipović"
"Blaženka","Brodar"
"Mihaela","Iharoši"
"Kristijan","Rašin"
"Ane-Marie","Radomilović"
"Željko","Kodba"
"Marko","Jovanović"
"Igor","Čančar"
"Sandra","Marinović"
"Tatjana","Cesar"
"Jasna","Berislavić"
"Monika","Smolić"
"Marija","Hren"
"Hrvatin","Deriš"
"Iva","Kostanjčar"
"Sanda","Jurišić"
"Ivica","Marinović"
"Tatjana","Rožić"
"Marinela","Marinović"
"Adrijana","Sila"
"Loredana","Selci"
"Aleksandar","Petranović"
"Darko","Balog"
"Katarina","Ignac"
"Ognjen","Solomun"
"Željko","Glavić"
"Branko","Kapić"
"Ivica","Živković"
"Vesna","Kučinac"
"Vlastimir","Štruglin"
"Sandra","Rukavina"
"Marija","Pasarić"
"Mario","Lozić"
"Boris","Šipoš"
"Ante","Vidak"
"Tomislav","Ćavar"
"Dinka","Jakšić"
"Marija","Đordić"
"Kristijan","Zadravec"
"Zoran","Vidović"
"Sanja","Plantak"
"Mira","Čavar"
"Tihana","Mašinović"
"Ivan","Alešković"
"Gordana","Vuk"
"Zdravko","Laklija"
"Ivica","Pajas"
"Snježana","Kutnjak"
"Tomislav","Žuvela"
"Vesna","Radočaj"
"Dubravka","Smrekar"
"Marija","Pentek"
"Robert","Krstanović"
"Damir","Ilić"
"Daniela","Maravić"
"Boris","Stojak"
"Stjepan","Straka"
"Alen","Farkaš"
"Goran","Kranželić"
"Stjepan","Bokun"
"Kristijan","Sošić"
"Zvonko","Ivandić"
"Boris","Kekez"
"Sanja","Ivandić"
"Josipa","Oletić"
"Robert","Voća"
"Marko","Ugrina"
"Dubravka","Pšeničnik"
"Jadranka","Sekula"
"Ladislav","Miliša"
"Nikola","Poldrugač"
"Sanjin","Drandić"
"Marija","Spitzer"
"Robert","Spitzer"
"Ivica","Gugec"
"Anto","Djak"
"Smiljan","Darojković"
"Božidar","Strahija"
"Mirela","Mihaljinec"
"Branka","Očko"
"Žaklina","Medica"
"Ivan","Ivić"
"Sanela","Budimlić"
"Bojan","Tufekčić"
"Antun","Poje"
"Ivana","Lonjak Dam"
"Dubravko","Jurina"
"Domagoj","Gajčević"
"Martina","Matanović"
"Tomica","Zadravec"
"Andrej","Pleš"
"Zvonko","Oletić"
"Mario","Matijašić"
"Martina","Perhoč"
"Marko","Barišić"
"Mario","Butorac"
"Robert","Šerbec"
"Marija","Šerbec"
"Julijana","Rebić"
"Štefanija","Petrač"
"Miro","Kolmanić"
"Mara","Matuzović"
"Dragica","Gošek"
"Đurđica","Šarić"
"Suzana","Miliša"
"Mario","Matin"
"Mladen","Kunac"
"Ivan","Ikač"
"Gordan","Sternad"
"Zoran","Hanževački"
"Vesna","Petreković"
"Mario","Cug"
"Branko","Miknić"
"Ana Marija","Dedić"
"Vlatko","Lacković"
"Jelena","Đuranec"
"Sanja","Lešina"
"Marcela","Voljavec"
"Alen","Vrdoljak"
"Ivica","Vrkić"
"Marko","Kondić"
"Anica","Poldrugač"
"Martina","Buden"
"Dubravka","Hrlić"
"Zrinka","Ferina"
"Dragica","Lukačević"
"Ljiljana","Fabijanić"
"Luka","Mamić"
"Suzana","Skrbin"
"Davorka","Ćulav"
"Lela","Anočić"
"Ljiljana","Radmanić"
"Zoran","Jurčević"
"Judita","Kasunić"
"Marija","Peter"
"Goran","Lovreković"
"Marijana","Bilješković"
"Željko","Žagar"
"Karolina","Sajko"
"Renato","Bednjanec"
"Dominka","Balog"
"Tomislav","Tršan"
"Sabina","Dukanović"
"Zdravko","Kunac"
"Aleksandar","Ružić"
"Ivan","Ivančić"
"Darko","Šnajder"
"Marija","Plavša"
"Mario","Vučković"
"Pavao","Legac"
"Nikola","Petrović"
"Kristina","Gašpar"
"Željka","Valjak"
"Ante","Ivanišević"
"Ingrid","Mitić"
"Ivana","Petrović"
"Kristina","Šoković"
"Lidija","Janušić"
"Dražen","Martinić"
"Ivan","Tomić"
"Krešimir","Pirija"
"Danijel","Pilić"
"Mario","Pažulinec"
"Dragutin","Jurina"
"Dajana","Ratkajec Lacković"
"Violeta","Arbanas"
"Ana","Crnko"
"Lukica","Prusac"
"Anita","Cvrlje"
"Dijana","Šefer"
"Antonio","Galić"
"Marina","Balić-Jelušić"
"Anđelko","Vrhovac"
"Vladimir","Čusa"
"Ivančica","Horvatić"
"Ivan","Milčić"
"Filip","Gombović"
"Dejan","Koren"
"Tomislav","Brozović"
"Mario","Gradinac"
"Ana","Topolčić"
"Nenad","Pirc"
"Adriana","Jakopović"
"Anita","Rendulić"
"Zdenko","Gromilović"
"Andrija","Stiplošek"
"Nada","Crnec"
"Martin","Gorupić"
"Tihomir","Vidaček"
"Stanko","Martinković"
"Ivan","Jurčević"
"Marko","Roginić"
"Tomislav","Antonini"
"Igor","Stanić"
"Mario","Crnec"
"Fabijan","Sobol"
"Tomislav","Bošković"
"Željka","Zatezalo"
"Zrinka","Židak"
"Mira","Lefelman"
"Robert","Frlež"
"Gverino","Bolić"
"Slavko","Ninčević"
"Maja","Grgec"
"Damir","Židak"
"Ruža","Rizvanović"
"Milan","Poldrugač"
"Melita","Rizvanović"
"Davor","Posilović"
"Branko","Furundžija"
"Monika","Adrić"
"Miroslav","Laljek"
"Goran","Habrka"
"Sanjin","Štiglić"
"Martina","Mihovilić"
"Danijel","Lunga"
"Jadran","Bonačić"
"Zorica","Vudrag"
"Ivo","Tokalić"
"Dejan","Šestak"
"Mirjana","Korpar"
"Snježana","Gudelj"
"Robert","Kirin"
"Jelena","Urošević"
"Mario","Huljak"
"Fjolvar Darri","Rafnsson"
"Josip","Rukljić"
"Aleksandar","Jožef"
"Renata","Demirov"
"Marijan","Kojić"
"Katica","Knežević"
"Franjo","Barunčić"
"Lana","Talijan"
"Slaven","Staniševski"
"Anđelka","Škrtić"
"Jasmina","Ratnik"
"Ivo","Pranjić"
"Daniel","Malnar-Skvrce"
"Zrinoslav","Kiter"
"Siniša","Govorko"
"Marija","Kordić"
"Daria","Zekanović"
"Dario","Eršek"
"Mario","Ljubaj"
"Željko Stefan","Špoljar"
"Mihaela","Mikanović"
"Marina","Huljak"
"Marko","Borić"
"Drago","Mitić"
"Ines","Maravić"
"Danijela","Majdandžić"
"Goran","Dunger"
"Otilija","Crljen"
"Ivan","Kursan"
"Jelica","Levak"
"Vesnica","Furdi"
"Danijel","Luketina"
"Sanja","Marjančević"
"Tomislav","Tadić"
"Vesna","Vlahek"
"Mladen","Bukal"
"Stjepan","Sučić"
"Marija","Košar"
"Anita","Dušak"
"Dario","Jadreškić"
"Boris","Šiljac"
"Jadranka","Vorih"
"Davorin","Šele"
"Čedomir","Grgurić"
"Iva","Kapetanović Ferizović"
"Srećko","Ferizović"
"Nada","Štos"
"Davorin","Kralj"
"Paola","Kranjčević"
"Tatjana","Topalović"
"Ana","Nikolić"
"Damir","Bivol"
"Maja","Petvajdić"
"Renato","Pečarić"
"Snježana","Škrlac"
"Mirjana","Leskovar"
"Kristina","Poduška"
"Kristian","Zoričić"
"Željko","Kovačević"
"Katarina","Dumbović"
"Manda","Badenić"
"Antonio","Kordić"
"Martina","Čivrag"
"Zvjezdana","Ivančić"
"Anita","Hrabrov Petrić"
"Anđelka","Žižanović"
"Mirela","Biškup"
"Nada","Bašić"
"Damir","Bednjanić"
"Irena","Ružić"
"Boris","Šimičević"
"Ivana","Varga"
"Matej","Blažek"
"Kristijan","Stanešić"
"Roman","Tomljenović"
"Marko","Arambašić"
"Perica","Živković"
"Ivana","Marijanović"
"Kristina","Fureš"
"Đuro","Štefančić"
"Goran","Šipoš"
"Karol","Sabo"
"Siniša","Vampovac"
"Ana","Vampovac"
"Erika","Maravić"
"Andraš","Trkulja"
"Jelena","Ognjenović"
"Darko","Venglaž"
"Ivan","Horvat"
"Sendi","Mustač"
"Hrvoje","Peić"
"Toni","Videkić"
"Maja","Horvat"
"Aldo","Miše"
"Denis","Letica"
"Branko","Jandrić"
"Nataša","Kasunić"
"Marija","Čičak"
"Igor","Pavlić"
"Josip","Stopić"
"Boris","Morožin"
"Antonio","Vučković"
"Milorad","Marcelić"
"Marica","Marcelić"
"Ivan","Medved"
"Nikola","Tučkar"
"Berislav","Erpačić"
"Kristina","Mauser"
"Gordana","Sklepić"
"Kristina","Matotek"
"Renato","Stojanović"
"Nataša","Torlak"
"Branka","Petrović"
"Elvira","Rožmarić"
"Sven","Grgić"
"Irena","Belec"
"Tamara","Zagorščak"
"Dalibor","Popić"
"Ingrid","Radočaj"
"Renato","Babić"
"Danijel","Vrbanec"
"Mirjana","Zadravec"
"Danijel","Vale"
"Viktor","Pandurović"
"Pero","Bekavac"
"Marinko","Križanić"
"Siniša","Malić"
"Nataša","Brnčić"
"Ivan","Maslaj"
"Višnja","Selimović"
"Dunja","Kolić"
"Dominik","Miholjčević"
"Margita","Flego"
"Ivana","Žnidarić"
"Tea","Jurinčić"
"Daniela","Svečnjak"
"Kristina","Miketić"
"Damir","Vujčić"
"Ivana","Košjar"
"Krešimir","Vještica"
"Željko","Kereš"
"Tomislav","Jakić"
"Vladan","Dobrovolny"
"Željko","Rosić"
"Mario","Vrbovčan"
"Ivica","Kristić"
"Ferida","Majstorović"
"Vesna","Kalaminec"
"Tomislav","Alpeza"
"Denis","Leoni"
"Silvija","Smiljanec"
"Igor","Jelčić"
"Mili","Brković"
"Duje","Grubišić"
"Velimir","Gass"
"Sanja","Vučetić"
"Zvonko","Škrtić"
"Nikola","Peko"
"Jelena","Živković"
"Đuro","Šadek"
"Dragan","Budić"
"Matea","Jagodanović"
"Mia","Polimac"
"Zlatan","Gusić"
"Katica","Pirak"
"Ines","Vuleša"
"Helena","Mioč"
"Darko","Labuhar"
"Zlatko","Kačarik"
"Milivoj","Hajdarović"
"Željko","Sanković"
"Marko","Slavečki"
"Mile","Jurjević"
"Dražen","Mudri"
"Magdalena","Čemeljić"
"Mirko","Prijatelj"
"Ajdin","Omanović"
"Alexandra","Stanečić"
"Mira","Rosić"
"Igor","Rugle"
"Ivica","Draženović"
"Mario","Radeljić"
"Marina","Parun"
"Nenad","Badurina"
"Branko","Prijatelj"
"Robert","Kerić"
"Goran","Ležaić"
"Ivana","Vuksan"
"Magdalena","Kukavica"
"Josip","Zorić"
"Ivan","Janković"
"Igor","Garić"
"Božica","Vizinger"
"Neven","Bartulović"
"Ljubica","Horvat"
"Goran","Čabaj"
"Dalibor","Vladić"
"Marina","Grgurovac"
"Hasiba","Viali"
"Zoran","Rončević"
"Marica","Majdandjić"
"Ivana","Bilucaglia"
"Maja Helena","Stulić"
"Ana","Žunić"
"Jadranko","Vlah"
"Dušan","Habijan"
"Elizabeta","Marinov"
"Leonardo","Ereiz"
"Željko","Grubješić"
"Renato","Milišić"
"Aleksandra","Nikšić"
"Željko","Parun"
"Igor","Bartolić"
"Dražen","Jungić"
"Josip","Šumanović"
"Ante","Tomić"
"Ivana","Horvat Gelić"
"Darko","Jerković"
"Filip","Kljaić"
"Stjepan","Čadoić"
"Petar","Babić"
"Janko","Belošević"
"Zdenka","Dujić"
"Ivo","Ivšac"
"Danijela","Kosić"
"Darko","Kolar"
"Renata","Morović"
"Darko","Pavetić"
"Adriana","Kelher"
"Ivana","Drača"
"Anđela","Kinda"
"Ivica","Baran"
"Sanja","Kruljić"
"Dario","Benac"
"Damir","Mustić"
"Irena","Pandur"
"Mirko","Borjan"
"Dejan","Vuković"
"Alojz","Buzjak"
"Vinko","Mušterić"
"Mario","Mamić"
"Sanja","Mulato"
"Alen","Pirc"
"Sretenko","Buntić"
"Stevanija","Marić"
"Sandra","Humplik"
"Andrina","Konc"
"Dragana","Jakus"
"Mario","Markuš"
"Mateja","Kučinić"
"Jasna","Antonić"
"Josip","Vorgić"
"Jurica","Vrbanić"
"Anamarija","Aljinović"
"Ivica","Bijelić"
"Dražen","Pejnović"
"Tatjana","Vunarić"
"Jadranka","Marušić"
"Monja","Miholjčević"
"Mario","Ulaković"
"Sarafinica","Bijelić"
"Dragica","Đuričić"
"Tomislav","Peter"
"Igor","Gorta"
"Nada","Reljić"
"Jasmina","Željezić"
"Dragan","Bešker"
"Davor","Rupenović"
"Ivana","Mlinarić"
"Slavica","Debelić"
"Vesna","Špoljarić"
"Dražen","Pavlović"
"Krešimir","Udatny"
"Ivan","Pavičić"
"Dino","Kliman"
"Franjo","Ivišić"
"Koraljka","Baričević"
"Dorijana","Miholić"
"Mario","Smontara"
"Dragica","Arežina"
"Marin","Skočić"
"Vesna","Šaško"
"Vladimir","Filipčić"
"Dragutin","Čehulić"
"Josip","Ćurak"
"Matija","Poturica"
"Marina","Kunčić"
"Anđelka","Merunka"
"Mihaela","Kočet"
"Irena","Gerovac"
"Danijela","Brežnjak"
"Mladen","Dam"
"Jurica","Štefanac"
"Katarina","Piskor"
"Goran","Vuković"
"Ivana","Adžaga"
"Kristijan","Glavan"
"Ivan","Blažeković"
"Tijana","Tufek"
"Miroslav","Neral"
"Klaudija","Neral"
"Dušan","Simić"
"Kristijan","Nikolić"
"Silvio","Kralj"
"Dubravka","Bach Korica"
"Darko","Mohenski"
"Ivica","Fajer"
"Marija","Jurišić"
"Mirela","Budimlić"
"Nura","Godu"
"Valentina","Pintarić"
"Tina","Hrustić"
"Jadranka","Renić"
"Igor","Cindrić"
"Marina","Lasić"
"Denis","Gašparović"
"Zoran","Saveljić"
"Manuela","Lončarić"
"Denis","Tkalčec"
"Josip","Janković"
"Siniša","Čubrić"
"Šefika","Škraban"
"Josip","Jurkezi"
"Iva","Kaniški"
"Damir","Hadić"
"Darko","Korpar"
"Svetlana","Zvonar"
"Božidar","Mrzljak"
"Ana","Hanižar"
"Josip","Levar"
"Tonko","Nenadić"
"Anđelko","Cerčić"
"Zoran","Rupčić"
"Dejan","Orsag"
"Milan","Milharčić"
"Jasminka","Car"
"Ivica","Kurtanjek"
"Goran","Marinčić"
"Goran","Dokmanović"
"Krunoslav","Niemčić"
"Sarafina","Grgić"
"Tomislav","Vujić"
"Ana","Obrovac"
"Snježana","Arlov"
"Klaudija","Mužjak"
"Sandra","Peraković"
"Karel","Salaba"
"Paška","Ritoša"
"Suzana","Holiček"
"Anja","Pirić"
"Vesna","Hoić"
"Jadranka","Jozić"
"Mirjana","Mamić"
"Gordana","Penezić"
"Bojana","Kopajtić"
"Lidija","Vrbanić"
"Zlatko","Gošek"
"Marijo","Kulić"
"Sena","Čečura"
"Ankica","Lovčić"
"Damir","Paleščak"
"Ivana","Idžojtić"
"Ivan","Idžojtić"
"Mirica","Rustambeg"
"Blaženka","Šarić"
"Željka","Stojanović"
"Marina","Knežević"
"Tomislav","Dujmić"
"Paolo","Ende"
"Matija","Zadravec"
"Martina","Klasić"
"Milivoj","Cokarić"
"Ivana","Bolešić"
"Zvonimir","Brković"
"Suzana","Carić"
"Sanja","Goja"
"Adis","Šabić"
"Marijana","Pavlović"
"Slađan","Jorgić"
"Anita","Pranjić"
"Zdravko","Sinković"
"Gabrijel","Lešić"
"Jelče","Miknić"
"Vid","Balenović"
"Ana","Brbot Balenović"
"Dejan","Kanić"
"Ljiljana","Šagi"
"Zvonimir","Ivković"
"Marko","Bošatlija"
"Josip","Belan"
"Marija","Kostanić"
"Siniša","Prša"
"Marija","Miljković"
"Amir","Alihodžić"
"Ivana","Pospišil"
"Nevena","Bačić"
"Milanka","Brodarac"
"Katica","Đurđević"
"Dražen","Nikolić"
"Tomislav","Kordić"
"Mišel","Tepša"
"Ištvan","Međeši"
"Danijel","Selimović"
"Ksenija","Čorić"
"Joško","Grljušić"
"Marija","Kunac"
"Dragan","Šarić"
"Saša","Švajgović"
"Tamara","Risek"
"Srećo","Kuran"
"Ivanka","Berger"
"Andrijana","Teslić"
"Štefica","Hercigonja"
"Rudolf","Treska"
"Darko","Conar"
"Snježana","Đunđenac"
"Dina","Kovač"
"Dubravka","Grebenar"
"Vedran","Magdić"
"Orjeta","Jović"
"Igor","Jurišić"
"Maja","Fejzić"
"Dubravko","Novak"
"Damir","Levak"
"Alan","Bratković"
"Antun","Smolčić"
"Maja","Prgomet"
"Emilija","Seidl"
"Antonio","Cvitkušić"
"Mirjana","Frančić Marković"
"Mirela","Zdionica"
"Nikolina","Horvat"
"Katica","Varga"
"Brankica","Valjak"
"Sanjin","Majstorović"
"Mario","Horvat"
"Ivana","Kozina"
"Jelena","Bižić"
"Stevo","Djaković"
"Ankica","Karačić"
"Martina","Gosarić"
"Ranka","Gašparlin"
"Ozren","Tušetić"
"Lidija","Lončarek"
"Križan","Petričević"
"Đurđica","Jakopčević"
"Jozo","Gogić"
"Perica","Volarević"
"Goran","Jelača"
"Šejla","Golemović"
"Mario","Marušić"
"Matilda","Buljan"
"Helena","Krmpotić"
"Alen","Pulić"
"Robert","Jeleč"
"Domagoj","Banožić"
"Robert","Baus"
"Mladen","Krajinović"
"Igor","Petrović"
"Damir","Ivančić"
"Mirela","Vrkić"
"Emil","Ljutak"
"Petar","Perak"
"Predrag","Gogić"
"Tomislav","Subotić"
"Robert","Lončarek"
"Dijana","Kerepčić"
"Ljubica","Borovac"
"Jadranka","Matijević"
"Karlo","Šinik"
"Nenad","Čović"
"Jasmina","Čadoić"
"Gordana","Lončarić"
"Sandra","Pavić Bogičević"
"Mauricio","Mišković"
"Andrea","Vladić"
"Tomislav","Talić"
"Ivica","Klarić"
"Stanislav","Delić"
"Josip","Vorih"
"Snježana","Mrkoci"
"Ruža","Pervan"
"Tamara","Ubiparipović"
"Goran","Brletić"
"Katarina","Milunić"
"Snježana","Kostić"
"Sanja","Bosak Vukalović"
"Darko","Butka"
"Vlatko","Borilović"
"Marija","Pauk"
"Josip","Budimir"
"Stipe","Družijanić"
"Bojana","Krznarić"
"Lana","Rožić"
"Dragan","Bartulović"
"Stipo","Bumbić"
"Lidija","Jurman"
"Berislav","Jurman"
"Dubravka","Horvat"
"Branko","Kocijan"
"Ivan","Komorčec"
"Ivana","Miličević"
"Marko","Rak"
"Hrvoje","Simunić"
"Ivan","Merle"
"Branka","Blažinčić"
"Manike","Ivani"
"Sanja","Samardžić"
"Lidija","Pelesk"
"Dalibor","Clot"
"Dalibor","Cilar"
"Željko","Lesičar"
"Izabela","Nadudvari"
"Marija","Paušić"
"Tomislav","Sladić"
"Boris","Levatić"
"Miran","Županec"
"Selma","Iljadica"
"Željka","Brežnjak"
"Renata","Tušek"
"Vjekoslav","Milovuković"
"Zaviša","Šiprak"
"Jasna","Szabo"
"Kosta","Rus"
"Kristina","Marijanović"
"Roberta","Uremović"
"Mario","Borovčak"
"Ivana","Naranđa"
"Ivana","Uđbinac"
"Maja","Ozimec"
"Danijela","Petričević"
"Josip","Tadić"
"Tomislav","Šimunić"
"Marija","Klasiček"
"Martina","Knezek"
"Ankica","Oreč"
"Azenda","Sedić"
"Siniša","Krbavac"
"Tihana","Turković"
"Boris","Žalac"
"Jasmina","Čizmić"
"Davor","Mioč"
"Darko","Puškadija"
"Anita","Šantić"
"Andreja","Mališ"
"Vesna","Vučićević"
"Marijana","Jozić"
"Saša","Varga"
"David","Pofuk"
"Željko","Jutić"
"Duška","Aćimović"
"Zdravko","Krznarić"
"Neven","Kovač"
"Željko","Fresl"
"Goran","Marković"
"Dejan","Znahor"
"Tatjana","Dmitrović"
"Dubravko","Čiček"
"Dubravka","Bašić"
"Mario","Jakuš-Mejarec"
"Silvija","Tišljar"
"Sanela","Srdarević"
"Josip","Varoščić"
"Marija","Golomboš"
"Tomislav","Borovec"
"Danijela","Jakopanec"
"Mirna","Vidaković"
"Gordana","Čika"
"Zlatko","Ketović"
"Renata","Bračun"
"Ines","Bošatlija"
"Marko","Pšihistal"
"Marija","Cvitanović"
"Igor","Macan"
"Sanja","Androić"
"Sarita","Zulian Deprato"
"Tomislav","Dudović"
"Zvonko","Šantić"
"Doris","Kordić"
"Saša","Žerjav"
"Nataša","Štivić"
"Hrvoje","Marinčić"
"Željka","Vranić"
"Krunoslav","Klobučar"
"Đurđica","Petrin-Meglaj"
"Mato","Golubović"
"Mario","Brekalo"
"Vinko","Kragić-Marinić"
"Željko","Malčić"
"Josipa","Tešija"
"Ines","Bošnjak"
"Suzana","Tonković"
"Luči","Botica"
"Jelena","Vajda"
"Luka","Šurina"
"Krešimir","Spajić"
"Mihaela","Mužek"
"Zoran","Basa"
"Slađana","Gudelj"
"Boro","Mateljak"
"Romana","Bencetić"
"Mirjana","Gajski"
"Dražen","Smetiško"
"Marijan","Špoljarić"
"Marina","Maratović"
"Sanja","Smetiško Gašparić"
"Ivana","Bistričić"
"Zdravko","Čolić"
"Bojana","Tomljanović"
"Alen","Apfentaller"
"Antun","Vladisavljević"
"Hrvoje","Turk"
"Robert","Ninčević"
"Agica","Ferić"
"Mirjana","Harjač"
"Martina","Prenkaj"
"Marin","Matijašić"
"Dubravka","Zotović"
"Krešimir","Jakupec"
"Andrej","Hudjik"
"Tajana","Vuković"
"Ivica","Krnjak"
"Dejan","Marić"
"Nikolina","Ivorek"
"Sandro","Keranović Petrinšak"
"Marko","Vuković"
"Željka","Kedmenec"
"Marija","Franić"
"Ivan","Turudić"
"Zoran","Horvat"
"Slavko","Brežni"
"Davor","Šokić"
"Stjepan","Požgaj"
"Zoran","Požgaj"
"Maja","Mihaljević"
"Miroslav","Tokić"
"Ana","Levanić"
"Jadranka","Knežević"
"Spomenka","Čurik Lazarević"
"Marina","Strašek"
"Željko","Petrović"
"Igor","Kantolić"
"Manda","Kamenjašević"
"Anuška","Vukmanović"
"Davor","Jurić"
"Mandica","Dominković"
"Nery","Kuzmanić Leljak"
"Bernard","Cvjetko"
"Ivan","Kovačić"
"Adrijana","Kantolić"
"Natalija","Habulan"
"Irena","Belec"
